tip	date	distance	residual
EPI-ISL-925888_Africa_Rwanda_S_19B_A.23.1_2021-01-12	2021.0301369863014	0.0011861423716359924	3.330156655632548E-4
EPI-ISL-925908_Africa_Rwanda_S_19B_A.23.1_2021-01-07	2021.0164383561644	0.0011868259716359924	3.4266490729717046E-4
EPI-ISL-925890_Africa_Rwanda_S_19B_A.23.1_2021-01-12	2021.0301369863014	0.0011182958716359926	2.6516916556325494E-4
EPI-ISL-925882_Africa_Rwanda_S_19B_A.23.1_2021-01-11	2021.027397260274	0.0011200561716359927	2.687225939099493E-4
EPI-ISL-925886_Africa_Rwanda_S_19B_A.23.1_2021-01-11	2021.027397260274	0.0011200561716359927	2.687225939099493E-4
EPI-ISL-1301772_Africa_Rwanda_S_19B_A.23.1_2021-01-14	2021.035616438356	0.0011182824716359926	2.6156950886964425E-4
EPI-ISL-925887_Africa_Rwanda_S_19B_A.23.1_2021-01-06	2021.013698630137	0.0012553685716359926	4.13000635643865E-4
EPI-ISL-1301781_Africa_Rwanda_S_19B_A.23.1_2021-01-19	2021.0493150684931	0.0011200531716359927	2.543745671357287E-4
EPI-ISL-1302675_Africa_Rwanda_S_19B_A.23.1_2021-01-30	2021.0794520547945	0.0011200531716359927	2.3465015532120304E-4
EPI-ISL-1301784_Africa_Rwanda_S_19B_A.23.1_2021-01-22	2021.0575342465754	0.0013929714716359929	5.219134820954238E-4
EPI-ISL-1469353_Africa_Uganda_S_19B_A.23.1_2020-11-06	2020.8469945355191	0.0010830615716359926	3.4980010636157747E-4
EPI-ISL-1469354_Africa_Uganda_S_19B_A.23.1_2020-11-06	2020.8469945355191	0.0011200468716359927	3.867854063615776E-4
EPI-ISL-1469410_Africa_Uganda_S_19B_A.23.1_2020-12-20	2020.967213114754	0.0011547956716359926	3.4285212644567364E-4
EPI-ISL-1301763_Africa_Rwanda_S_19B_A.23.1_2020-12-29	2020.9918032786886	0.0011177939716359928	2.89756364644643E-4
EPI-ISL-961615_NorthAmerica_Canada_S_19B_A.23.1_2021-01-20	2021.0520547945205	0.0012228332716359926	3.553615387890342E-4
EPI-ISL-1301780_Africa_Rwanda_S_19B_A.23.1_2021-01-21	2021.054794520548	0.0012581003716359927	3.8883551044211796E-4
EPI-ISL-1469390_Africa_Uganda_S_19B_A.23.1_2020-12-11	2020.9426229508197	0.0011868949716359926	3.9104548824670437E-4
EPI-ISL-954261_Africa_Uganda_S_19B_A.23.1_2020-12-27	2020.9863387978141	0.0011867506716359926	3.62289522822699E-4
EPI-ISL-925910_Africa_Rwanda_S_19B_A.23.1_2021-01-13	2021.0328767123287	0.0012944164716359927	4.3949663721633866E-4
EPI-ISL-1301779_Africa_Rwanda_S_19B_A.23.1_2021-01-21	2021.054794520548	0.0013265441716359928	4.572793104421181E-4
EPI-ISL-1469318_Africa_Uganda_S_19B_A.23.1_2021-01-19	2021.0493150684931	0.0012587776716359927	3.9309906713572867E-4
EPI-ISL-1469386_Africa_Uganda_S_19B_A.23.1_2020-12-10	2020.9398907103825	0.0012947685716359928	5.007073173357328E-4
EPI-ISL-954273_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0011923107716359925	3.660613937338929E-4
EPI-ISL-954274_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0012596758716359926	4.3342649373389296E-4
EPI-ISL-954296_Africa_Uganda_S_19B_A.23.1_2020-12-31	2020.9972677595629	0.0011905339716359925	3.589199064668086E-4
EPI-ISL-954278_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0013277702716359928	5.015208937338932E-4
EPI-ISL-1469393_Africa_Uganda_S_19B_A.23.1_2020-12-11	2020.9426229508197	0.0011888357716359926	3.929862882467044E-4
EPI-ISL-954276_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0011189757716359927	2.92726393733893E-4
EPI-ISL-1469430_Africa_Uganda_S_19B_A.23.1_2020-10-28	2020.8224043715848	0.0011311090716359926	4.139416681626083E-4
EPI-ISL-1469388_Africa_Uganda_S_19B_A.23.1_2020-12-11	2020.9426229508197	0.0011661335716359926	3.7028408824670445E-4
EPI-ISL-1469370_Africa_Uganda_S_19B_A.23.1_2020-12-06	2020.9289617486338	0.0011660432716359926	3.7913493369162287E-4
EPI-ISL-954260_Africa_Uganda_S_19B_A.23.1_2020-12-27	2020.9863387978141	0.0010952209716359926	2.7075982282269906E-4
EPI-ISL-1469356_Africa_Uganda_S_19B_A.23.1_2020-11-11	2020.860655737705	0.0011314487716359925	3.892461609166589E-4
EPI-ISL-1469362_Africa_Uganda_S_19B_A.23.1_2020-11-13	2020.8661202185792	0.0011314471716359926	3.856681027386028E-4
EPI-ISL-954264_Africa_Uganda_S_19B_A.23.1_2020-12-27	2020.9863387978141	0.0010962275716359926	2.7176642282269905E-4
EPI-ISL-954285_Africa_Uganda_S_19B_A.23.1_2020-12-30	2020.9945355191257	0.0012358942716359925	4.060684355556147E-4
EPI-ISL-1469366_Africa_Uganda_S_19B_A.23.1_2020-11-17	2020.877049180328	0.0011308916716359927	3.7795968638249054E-4
EPI-ISL-1469381_Africa_Uganda_S_19B_A.23.1_2020-12-09	2020.9371584699454	0.0011982361716359924	4.059631464247604E-4
EPI-ISL-1469367_Africa_Uganda_S_19B_A.23.1_2020-12-08	2020.9344262295083	0.0012007626716359924	4.102778755135665E-4
EPI-ISL-954286_Africa_Uganda_S_19B_A.23.1_2020-12-30	2020.9945355191257	0.0012704740716359924	4.406482355556146E-4
EPI-ISL-1469389_Africa_Uganda_S_19B_A.23.1_2020-12-11	2020.9426229508197	0.0011989930716359925	4.031435882467043E-4
EPI-ISL-1469401_Africa_Uganda_S_19B_A.23.1_2020-12-18	2020.9617486338798	0.0012325170716359925	4.2414998462372974E-4
EPI-ISL-1469322_Africa_Uganda_S_19B_A.23.1_2021-01-18	2021.0465753424658	0.0011624865716359926	2.986010954826449E-4
EPI-ISL-1469361_Africa_Uganda_S_19B_A.23.1_2020-11-13	2020.8661202185792	0.0011624956716359926	4.1671660273860287E-4
EPI-ISL-1469409_Africa_Uganda_S_19B_A.23.1_2020-12-22	2020.9726775956285	0.0012676043716359925	4.520843682676173E-4
EPI-ISL-1469368_Africa_Uganda_S_19B_A.23.1_2020-12-08	2020.9344262295083	0.0011958365716359925	4.0535177551356653E-4
EPI-ISL-954270_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0010552364716359926	2.2898709373389298E-4
EPI-ISL-1469363_Africa_Uganda_S_19B_A.23.1_2020-11-14	2020.8688524590164	0.0010909166716359926	3.433493736495748E-4
EPI-ISL-1469316_Africa_Uganda_S_19B_A.23.1_2021-01-23	2021.0602739726028	0.0011607218716359925	2.878707537487292E-4
EPI-ISL-1469392_Africa_Uganda_S_19B_A.23.1_2020-12-11	2020.9426229508197	0.0011589842716359926	3.6313478824670444E-4
EPI-ISL-1469387_Africa_Uganda_S_19B_A.23.1_2020-12-10	2020.9398907103825	0.0012288061716359926	4.347449173357325E-4
EPI-ISL-954299_Africa_Uganda_S_19B_A.23.1_2021-01-01	2021.0	0.0011589569716359926	3.2555467737778064E-4
EPI-ISL-1469358_Africa_Uganda_S_19B_A.23.1_2020-11-11	2020.860655737705	0.0011248316716359927	3.826290609166591E-4
EPI-ISL-954227_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0012645528716359925	4.383034937338929E-4
EPI-ISL-954287_Africa_Uganda_S_19B_A.23.1_2020-12-30	2020.9945355191257	0.0011261373716359927	2.963115355556149E-4
EPI-ISL-1469373_Africa_Uganda_S_19B_A.23.1_2020-12-08	2020.9344262295083	0.0011230592716359926	3.3257447551356665E-4
EPI-ISL-954271_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0011582763716359926	3.3202699373389294E-4
EPI-ISL-1469376_Africa_Uganda_S_19B_A.23.1_2020-12-08	2020.9344262295083	0.0011976276716359924	4.0714287551356647E-4
EPI-ISL-1301792_Africa_Rwanda_S_19B_A.23.1_2021-01-25	2021.0657534246575	0.0012323470716359925	3.5590969705511844E-4
EPI-ISL-1301774_Africa_Rwanda_S_19B_A.23.1_2021-01-14	2021.035616438356	0.0012305913716359924	3.738784088696441E-4
EPI-ISL-1469378_Africa_Uganda_S_19B_A.23.1_2020-12-08	2020.9344262295083	0.0012679007716359925	4.7741597551356654E-4
EPI-ISL-954269_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0012327918716359926	4.0654249373389293E-4
EPI-ISL-1469383_Africa_Uganda_S_19B_A.23.1_2020-12-11	2020.9426229508197	0.0012310289716359925	4.351794882467043E-4
EPI-ISL-1469404_Africa_Uganda_S_19B_A.23.1_2020-12-22	2020.9726775956285	0.0012338245716359926	4.183045682676174E-4
EPI-ISL-954277_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0012687255716359925	4.424761937338929E-4
EPI-ISL-954298_Africa_Uganda_S_19B_A.23.1_2021-01-01	2021.0	0.0011279058716359926	2.9450357737778056E-4
EPI-ISL-955136_Africa_Uganda_S_19B_A.23.1_2020-12-29	2020.9918032786886	0.0011625136716359925	3.344760646446427E-4
EPI-ISL-954290_Africa_Uganda_S_19B_A.23.1_2020-12-31	2020.9972677595629	0.0011642370716359925	3.3262300646680863E-4
EPI-ISL-954226_Africa_Uganda_S_19B_A.23.1_2021-01-02	2021.0027397260274	0.0013383742716359928	5.031788490310865E-4
EPI-ISL-1469384_Africa_Uganda_S_19B_A.23.1_2020-12-11	2020.9426229508197	0.0012270319716359925	4.3118248824670436E-4
EPI-ISL-925895_Africa_Rwanda_S_19B_A.23.1_2020-12-15	2020.9535519125684	0.0010891439716359927	2.8614157189059213E-4
EPI-ISL-954262_Africa_Uganda_S_19B_A.23.1_2020-12-27	2020.9863387978141	0.0010891439716359927	2.646828228226991E-4
EPI-ISL-954283_Africa_Uganda_S_19B_A.23.1_2020-12-29	2020.9918032786886	0.0012587650716359925	4.3072746464464275E-4
EPI-ISL-954297_Africa_Uganda_S_19B_A.23.1_2021-01-01	2021.0	0.001397339771635993	5.63937477377781E-4
EPI-ISL-1469357_Africa_Uganda_S_19B_A.23.1_2020-11-11	2020.860655737705	0.0011912286716359926	4.49026060916659E-4
EPI-ISL-954268_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0012950495716359928	4.688001937338932E-4
EPI-ISL-1469319_Africa_Uganda_S_19B_A.23.1_2021-01-19	2021.0493150684931	0.0013287645716359927	4.630859671357287E-4
EPI-ISL-1469320_Africa_Uganda_S_19B_A.23.1_2021-01-19	2021.0493150684931	0.0012966937716359928	4.3101516713572874E-4
EPI-ISL-954282_Africa_Uganda_S_19B_A.23.1_2020-12-29	2020.9918032786886	0.0012585682716359926	4.3053066464464286E-4
EPI-ISL-1469380_Africa_Uganda_S_19B_A.23.1_2020-12-09	2020.9371584699454	0.0012585555716359926	4.6628254642476063E-4
EPI-ISL-954258_Africa_Uganda_S_19B_A.23.1_2020-12-27	2020.9863387978141	0.0012297178716359925	4.0525672282269894E-4
EPI-ISL-954300_Africa_Uganda_S_19B_A.23.1_2021-01-02	2021.0027397260274	0.0012649740716359926	4.2977864903108627E-4
EPI-ISL-954292_Africa_Uganda_S_19B_A.23.1_2020-12-31	2020.9972677595629	0.0012297173716359926	3.9810330646680866E-4
EPI-ISL-954294_Africa_Uganda_S_19B_A.23.1_2020-12-31	2020.9972677595629	0.0012618878716359925	4.302738064668086E-4
EPI-ISL-954289_Africa_Uganda_S_19B_A.23.1_2020-12-31	2020.9972677595629	0.0012978113716359929	4.6619730646680897E-4
EPI-ISL-1469325_Africa_Uganda_S_19B_A.23.1_2021-01-21	2021.054794520548	0.0012279460716359927	3.5868121044211796E-4
EPI-ISL-954267_Africa_Uganda_S_19B_A.23.1_2020-12-27	2020.9863387978141	0.0012614315716359926	4.36970422822699E-4
EPI-ISL-954291_Africa_Uganda_S_19B_A.23.1_2020-12-31	2020.9972677595629	0.0012614312716359925	4.298172064668086E-4
EPI-ISL-1469314_Africa_Uganda_S_19B_A.23.1_2021-01-22	2021.0575342465754	0.0012226325716359926	3.515745820954236E-4
EPI-ISL-1469323_Africa_Uganda_S_19B_A.23.1_2021-01-19	2021.0493150684931	0.0012204035716359926	3.5472496713572855E-4
EPI-ISL-1469359_Africa_Uganda_S_19B_A.23.1_2020-11-13	2020.8661202185792	0.0012542223716359925	5.084433027386028E-4
EPI-ISL-1469360_Africa_Uganda_S_19B_A.23.1_2020-11-13	2020.8661202185792	0.0011851284716359925	4.393494027386028E-4
EPI-ISL-954263_Africa_Uganda_S_19B_A.23.1_2020-12-27	2020.9863387978141	0.001357134471635993	5.326733228226993E-4
EPI-ISL-1440119_Africa_Kenya_S_19B_A.23.1_2021-02-26	2021.1534246575343	0.0013230106716359928	3.891931899582361E-4
EPI-ISL-1191888_Africa_Zimbabwe_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0013246677716359928	4.984183937338932E-4
EPI-ISL-925850_Africa_Rwanda_S_19B_A.23.1_2020-12-16	2020.9562841530055	0.0012238407716359926	4.19050142801564E-4
EPI-ISL-1469406_Africa_Uganda_S_19B_A.23.1_2020-12-22	2020.9726775956285	0.0011881823716359925	3.726623682676173E-4
EPI-ISL-954266_Africa_Uganda_S_19B_A.23.1_2020-12-27	2020.9863387978141	0.0012220399716359927	3.975788228226991E-4
EPI-ISL-954272_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0012220464716359925	3.9579709373389286E-4
EPI-ISL-1469407_Africa_Uganda_S_19B_A.23.1_2020-12-24	2020.9781420765028	0.0011182946716359926	2.9919821008978333E-4
EPI-ISL-954280_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0011881433716359926	3.61893993733893E-4
EPI-ISL-1469317_Africa_Uganda_S_19B_A.23.1_2021-01-19	2021.0493150684931	0.0011189771716359927	2.532985671357287E-4
EPI-ISL-1469369_Africa_Uganda_S_19B_A.23.1_2020-12-08	2020.9344262295083	0.0011518895716359926	3.614047755135666E-4
EPI-ISL-1469391_Africa_Uganda_S_19B_A.23.1_2020-12-11	2020.9426229508197	0.0011941117716359926	3.982622882467044E-4
EPI-ISL-925898_Africa_Rwanda_S_19B_A.23.1_2020-12-17	2020.9590163934427	0.0012980457716359928	4.914669137127581E-4
EPI-ISL-1469402_Africa_Uganda_S_19B_A.23.1_2020-12-22	2020.9726775956285	0.0012285737716359925	4.130537682676173E-4
EPI-ISL-954279_Africa_Uganda_S_19B_A.23.1_2020-12-28	2020.9890710382513	0.0012980643716359928	4.718149937338932E-4
EPI-ISL-954288_Africa_Uganda_S_19B_A.23.1_2020-12-31	2020.9972677595629	0.0012984918716359927	4.668778064668088E-4
EPI-ISL-1469315_Africa_Uganda_S_19B_A.23.1_2021-01-22	2021.0575342465754	0.0013330949716359927	4.6203698209542374E-4
EPI-ISL-925861_Africa_Rwanda_S_19B_A.23.1_2020-12-13	2020.948087431694	0.0012288946716359926	4.2946873006864824E-4
